rating	review
1	na Biryani wala color hai na Biryani wali khushbu sale ne chawal ubaalkar bhej diya aur band karte hotel
1	Very Bad 
5	very bed 
1	Its not taste like fried rice
1	briyani me masala kam tha
5	To late delivery
1	it can not be called biryani...it was just rice (. tasteless) and 2 chicken pieces (blend) ...<br/>pathetic taste and worst biryani I ever had 
5	WORST ROTI
5	yummy 
1	The food wasn't worth more than 200 rupees 
1	tasty is awesome 
1	specially requested for green chutney but not  received . it's every time happening 
5	food was not as per taste. it wasn't tasty. chap was not cooked properly 
1	It was my bad expernce
1	nice
5	Worst people at restaurants
5	Only oil floating even no onion given
5	taste was good but portion was less
1	authentic test 
5	bekr khana
1	the quality was not as good as before.
1	quantity is low
5	uncooked and salty food
1	Increase portion of sabji.
1	bad preparing
5	very rough behavior of restaurant staff on phone 
5	good 
5	Items were missing And Refund amount was not equal To order
3	👎
3	No garlic in cheese garlic nan
2	pl.refund my Dal Fry rupees
1	surb teste 
3	Quantity is also not appropriate to serve 1 person and rirce dal bhth are verymuch undercooked
5	supplied two mix veg Paratha 
2	good 
1	full thali me jira rice Dal fry to Tahi nahi
1	Great food😊
3	best dal makhani 
5	nice job and behaviour 
5	delivery boy was good
1	taste is good but portion is too less.
5	munchuriyan is very cold and roti is very cold not happy 
5	paratha is not well coked
1	not proper food  packing delievery <br/>plz seen proper food packaging any order
1	test is superb but salad is not received need salad
4	Super
2	have order 2 dhosa...only received 1 dhosa...poor service
2	Food is not pack properly
3	low quantity 
1	1 item sada dhosa want delivered or quantity was less
3	Good job
1	Good job
1	thik hai
4	excellent
2	your app pic and practical product very wrong your Parsaul not ok
2	taste is good but sells the items way more costly than offline 
5	fast delivery boy 🚝 bullet boy 
5	good cooking real food and very good restaurant in very very very good 
5	very bad service
2	Pls Don't Order Any Food Malhar Dhosa Totally Waste Of Money And Time
4	delivery boy not us zometo t shirt ❌
5	awesome 👍👍
1	Good
4	very bed service next time no any order on malhar 
3	good service
3	half quantity of extra paper delivered......... never order..............................................
5	Paper is not good 
3	4*
1	Product quantity is less with compare to price and mentioned instructions was not followed.
4	It was very very tasty but not satisfactory for 1 person
1	improve  portion size  taste is good n provide  more  chutney n sambhar 
5	Rhoda taste is delicious and<br/> good and packaging is very good.
1	pleaseeee put more chutney and sambar in next order
5	sambhar is sweet .. with dosa sambhar must be little sour
4	So tasty in malhar dosa it's food are so spicy and very good and serves so aap cool and are special le dosa has the very tasty and mysore dosa has the so yummies
5	Not good we ordered Paneer dosa<br/>We mentioned extra daal &amp; chutney but not provided even salt was less so this time malhar was not up to matk
2	very nice n very tasty 😋
5	bekar
5	amazing 
5	Average
5	Worst ever taste
2	Cold rice served
5	veree good
4	very nice test
1	good
5	nice
3	sab meetha h
5	...
5	Sambhal very cold
2	nice 👍👍👍🙂🙂🙂
1	good
5	good
5	good
5	quantity is lesses then expected 
5	Good
4	nice 👍
2	good
5	mane dhaniya nathi bhavta atle
1	good
1	Everything is like Testy so thanks brother 
5	nice 👍
5	good 
5	Gud service
1	I want my money back.  and also do collect your food. I am not going to eat this. 
5	good
5	thank you
5	thard Class 
5	bad<br/>
5	top
4	TOO SPICY 
5	good
5	there is no pickle with paratha
1	khub sars
1	nice
5	good 
5	fast delivery 
5	good product 
2	good
5	speed
5	Best quality 
5	cheated in coupon offer.. didn't gave ₹120
1	good job
5	Very good
5	very testy 
5	test not good 
4	delevery boy behaviour very rude and not a good delivery boy so I suggest next time my order he boy delivery my food .
5	it can not send full order
5	dealy delivery 
1	good food
2	very bad experience with Radhe Restuarant.
5	food was not hot enough 
5	quantity is not 500 gram 
5	too bad
1	supreb delivery men osm 
1	Restaurant does not follow the instructions
1	very good fob bro
4	very nice
1	tya jamvi aevu parsal nthi aavtu
2	good food 
1	very nice 
1	long time
2	🇮🇪
1	thik he ji
5	bad timing 
1	very good service 
3	ve good 
5	All good 
5	I sent to msg for the add salad in my order but resturant are not send me salad any package 
1	bvui kharb Bali ghyu hatu
5	Totally 3rd class food. Specially manchow soup is gravy manchurian not soup.
5	horrible taste and experience...taste wasn't good 
1	uncooked food &amp; test is disgusting 
5	👌👌👌
1	nice
5	VERY FAST DELIVERY
5	bed Peking 
5	nice
1	waste money
1	quantity is less
1	taste not good 
5	superb
5	right time delivery
5	nice work
5	food quality is good
5	very tasty
1	test not well 
1	my contact : 99094 74065 <br/>1 star pn na apai rating ma ...
1	nice
5	Taste has been changed from past orders
3	Good Working
5	not as good as other restaurants<br/>quantity less<br/>not following my instructions<br/>more colour added<br/>
5	followed all instructions. good
1	very poor 
1	no taste in dal fry
3	Not satisfied with the taste
2	Vegetable and Sandwich not Good
5	all the liquid spil inside whole packet.<br/>how can i serve this..so messy parcel n packing.very bad.not satisfied 
5	nice
1	salt is not there in biryani 😅
5	Food is not good …….
5	this food was  not a alpha restaurant. food so bad.  
1	Wonderful in taste
4	delivery guys should be nice to their customer.
5	Excellent Taste
1	West of money
1	before eating giving rating. always love the food from alpha.
5	Grate service
4	nice
5	I will never order anything from this restaurant.
3	fresh fresh
1	quantity bahot hi kam hai price k hisab se👎....taste was 👍👌
1	good 
5	than
5	alpha always best..
5	good service 
5	The worst i have recived
1	Awesome as always <br/><br/>Love you alpha restaurant
4	GOOD 
4	I have already written for less spicy n it was very spicy.
5	🙏🧗
4	very spicy curd was not good
5	good
1	Test less food.
5	very nice food 
4	suprrrbbbbbbbbb
1	ye dono bogas the dal diya dustbeen me
5	best 
1	બો ઠંડા હતા વાળા પાવ na ગમ્યા 
5	let Ho Gaya
5	The packaging was not upto the mark.
5	bhai chutneys ke pkt 2-2 dal diya kro🤦‍♂️
5	😡😡😡😡🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😡😡😡😡😠😠😡😠😡😡😡😡😡😡😡
5	the picture in delivery menu is just fake.
1	Dabeli without sev n horrible chutney taste
5	supar fast delivery tans
4	Food is  not value for money
1	it's not better than vaishali vda pav 
1	this is the worst meal of my life
1	it is really very delicious I like it😋☺
4	good
5	It was not butter wada pau.. no taste of butter. Seems fried in oil or no fried
2	add at least 1 paper cup or dish for ketchup or chutney.
1	not good
3	Worst
1	It was very tasty thank you we got good test sitting at home
4	I received pizza in very bad condition. Can't eat this pizza. delivery boy don't jave sence how bring pizza. he brought pizza in small polythene. Even he unable to location also. he was roaming around location. Delivered pizza after almost 2 hrs. 
3	Hi is delivere tha food on time and very polite man<br/>
1	Awesome service👍👍
1	good behaviour
1	pizza burger jevo test nthi
5	Nicr
5	good 👍
1	bekar service che ahithi order nhi karso.bahu j late karse
1	good
5	nice 
5	Wanted 1 Burger and 1 Sandwich and received 2 Burgers instead. what will I do of promo codes when I don't receive what I want to eat. Very Poor Management 
1	osm testy
5	No
5	fine 
5	Kutchi king not send dishesh and made all item very chilly and spicy.
1	good
4	Nice 👍
5	Bov j khrab halat ma mne food mlyu che .. coffee bdhi j bag ma j khrab thy gai nd delivery not good
5	good service 
1	no
3	very good food 
1	nice
5	tasty tha
1	we have order for no onion no garlic but they send with onion and garlic. on bill it is mentioned no onion and garlic <br/>very bad
5	wroust food
5	super delicious and fresh.
1	nice
5	nice
5	found match stick in food 
1	it was nice but not hot
1	Third class
5	I oder masala french fries but i received salted french fries without tamato catchup
5	Waste off my money sb kuch khichpich krke bheja h very bad
1	thank you dilivery man itni baarish me bhi aap ghar pe aaye .. or mera food time to time diliver krne ke liye bahut bahut dhanyawad aapka .....
1	thank you team vege house your burger 🍔 is to much healthy and fresh food totally.    pausa vasul burgur
1	good 
4	bestest food I ever have ab yaha se har bar aayega jab bhi aayega 
1	nice packing
4	jordar ha bhaiii ek number 😊😊
1	very nice delivery
5	very good 
5	jordar bhaiiiii 
3	good 
5	nice one
5	nice utem
5	super 
5	It’s nice
5	this time I don't like your thick shake...<br/>its too much thin shake 😕😕
3	bed review because of zometo service 
5	So bed
1	Delicious 
5	good
4	good 
1	કાજુ hi નહીં tha
5	Ok thik thaak i can say🥲
1	👍🏻👌🏻
5	Delivery person should keep change
4	cold coco is not in container but all in plastic bag dur to bad packaging... worst ever experience... dont order from this place....worst
5	nice products
1	1 number
4	order orange juice but taste like sweet lemon juice 
5	it is a delightful experience. ordered for the second time
3	Excellant
4	Good to go there &amp; purchase
5	bad experience... sometime like mosquito is in juice. 
1	good 
4	the best dilivery person 
4	good 👍🏻 food
1	In kaju chocolate kaju is smelling
5	it was an 3rd class shake they cheat us mixed papaya also in mango
5	I have been said that refund of rs 108 will be snt to my ACC bt it hasn't been senylt yet
5	good
5	very tasty
4	Good
5	good in quantity
1	good
5	best competitor of bismillah
5	I didn't got my parcel
4	wow so awsam
1	best non vegetarian food i ever had in surat. i just love PSTN♥️. I dine there mostly 2 3 times a week♥️
5	testi  food
5	taste was not good
4	food items not making my instructions. very spicy 
5	please refund the money. The taste is with sugar .chaap is without sugar content 
1	it was very chewy and horrible
5	So much sweet and less cocked
1	not properly cooked 
1	The chicken and the accompaniments were completely stale. The butter chicken was the worst I have ever had. 
5	QUANTITY IS QUITE LOW COMPARED TO PRICE
2	Excellent food. Highly recommended
1	Only 3 piece
3	No
1	not nice 
5	Overall okay in taste.
1	I ordered paneer butter masala n reveives palak paneer
1	poor quantity
4	chor restaurant 254 me chori Kiya hai
5	worst everr biriyani... <br/><br/>top of that ordered with bone and got boneless...<br/><br/>give a skip to this place if you want good food...
5	i ordered angara chicken with bone what they shown in photo but they sent a diffrent dish which was not angara chicken and it was bonless dish which i received so really bad experience with this restaurant
1	All items are cheap<br/>Not deserve too much rate
1	very costly chicken 
2	only 1 butter kulcha delivered insted of 3
4	worst biriyani I have ever had
1	very spicy n very less in quantity.
1	tasteless
5	good foods 
1	FOOD WAS NOT HOT
1	Not good 
1	good and tastey meal
1	Excellent...
5	thank you
1	excellent 
5	good
5	delicious food 
1	dealyd
5	dishes and spoon not available in parcel 
